,r ($\AA$),g_full(r),O (DOL),O (DOL),O (G3),O (G3),O (G3),O (G3),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
92,4.625,1.089497512053056,0.3585479536869638,0.2971748805333392,0.1668113378723806,0.1417896371915235,0.4726321239717455,0.4448302343263484,0.5043690503054132,0.555952248632103,0.58460958103582,0.5387578491898732,0.5903410475165632,0.2709420518169574,0.1354710259084787,3.2287261174854103,2.9577840656684544,0.1354710259084787,0.0677355129542393,0.8805616684051115,0.8579831640870317,0.1672652462747544
93,4.675,1.0873351271666611,0.3266818770410829,0.3519733771991022,0.2095199462717508,0.1931937166921339,0.5115551934946637,0.495228963915047,0.3477905521729679,0.5777810786099306,0.5441239283996434,0.5385144033645954,0.5890001286800264,0.1988831603335155,0.0662943867778385,2.916953018224895,2.695971728965434,0.2430794181854078,0.0662943867778385,0.6850419967043307,0.8618270281119002,0.1413829269037576
94,4.7250000000000005,1.0853792034908043,0.3693227553449003,0.3610697328790924,0.2077729200627067,0.1997816539064487,0.4874672355317342,0.5007860124588311,0.4063661292587374,0.6260234964256225,0.6040577597089339,0.5491434179172128,0.521686247021352,0.0648987675720342,0.0865316900960457,2.6392165479293945,2.336355632593235,0.2163292252401143,0.15143045766808,0.9085827460084802,0.995114436104526,0.0874146665255972
95,4.775,1.0785535127691055,0.4111254935252417,0.4151660389161533,0.2477849384314553,0.2164857883137978,0.5894673272158829,0.5816425396864687,0.2527205736423166,0.6129818169196612,0.6667521517371753,0.5753425825474013,0.6775062187006783,0.2330047842092282,0.2118225310992983,2.71132839807102,3.2197024727093364,0.2330047842092282,0.254187037319158,1.059112655496491,0.9743836430567718,0.0784607946826993
96,4.825,1.0751266584926509,0.405616911270884,0.4471679119376578,0.2707754975932103,0.2375671818506467,0.5926407117134413,0.6003041691924944,0.242243855901966,0.6266743228768251,0.6372066644377802,0.6108758105353925,0.6161419813158701,0.2904372975899725,0.3734193826156788,2.4894625507711927,2.6139356783097525,0.3941649038721054,0.2282007338206926,1.058021584077756,1.0372760628213298,0.0419144204976782
97,4.875,1.0691912685514613,0.4729306854296751,0.469054204401563,0.2652496607967147,0.2152025549860138,0.5730393615325254,0.6381005990864365,0.2476176804418678,0.7376943396497312,0.6757899195392647,0.5932506927253087,0.7789639530567087,0.3048323717560873,0.4470874785755946,2.398014657814551,2.6825248714535674,0.2845102136390148,0.2235437392877973,1.1990073289072756,0.9754635896194784,0.0684317569248359
98,4.925000000000001,1.0638133187144072,0.544087991535864,0.5137026237712083,0.3040237450034475,0.2500840483092874,0.6080474900068943,0.642372751539542,0.181961606190649,0.7531188700668534,0.7632278481885565,0.7379554028842992,0.7177374466408938,0.2986743535957624,0.3185859771688131,2.2699250873277954,2.090720475170337,0.3384976007418639,0.219027859303559,1.174785790809998,1.3340787793944056,0.0335246723423814
99,4.9750000000000005,1.0589830783194416,0.5164566525925429,0.5462343334627433,0.2811240851183453,0.2643046954104102,0.6944005179418957,0.7736919265650191,0.1832758992789946,0.7231967917495471,0.8272182480970842,0.6984297783334663,0.886659080295677,0.2731876631349471,0.2341608541156689,2.4196621591952456,2.9074972719362204,0.1951340450963908,0.4097814947024206,1.1122640570494282,1.07323724803015,0.0262833611762485
100,5.025,1.054894184374599,0.5782881075494379,0.6074761508326898,0.2402295763881862,0.3108853341494176,0.6382570117764559,0.628836244074958,0.2136340244924202,0.951642472738963,0.8593914167081455,0.7962722731081121,0.7671403606773277,0.4207942906668885,0.325159224606232,2.008336387273787,2.161352492970837,0.4016672774547573,0.3634132510304945,1.1858748191521409,1.568415083394767,0.0386443736326734
101,5.075,1.052842018797082,0.5848343339392095,0.645642796795274,0.3324978987423799,0.3070987536995592,0.7642833644703317,0.678849876599026,0.1904047796217045,0.8044601939017016,0.8853822252409262,0.8377810303355,0.9234631811652672,0.4687996467958634,0.3562877315648562,2.175230361132808,2.625278022056837,0.3187837598211872,0.3750397174366907,1.5564148273622669,1.4626548980030942,0.018943332666445
102,5.125,1.0498579520168263,0.6901035584953003,0.7129024054087411,0.2762298868858088,0.2626448104815887,0.674725461409599,0.6407627703990485,0.2707261892656377,0.830849339470405,0.9895508986950892,0.8728585757357626,0.858855496980644,0.4780849110333623,0.3677576238718171,1.9123396441334464,1.9491154065206289,0.3309818614846354,0.3309818614846354,1.838788119359083,1.9675032877142191,0.0247673501791223
103,5.175000000000001,1.0468450045769166,0.7361738669544746,0.6802728139731187,0.3131100770090061,0.3197719935411125,0.7039425135592546,0.6639710143666157,0.2746759431699298,0.9155864772330994,1.0666582459765608,1.0391906516595677,1.0895479079073882,0.5229940938134523,0.3787198610373275,1.749325072410512,1.7493250724105125,0.4147884192313585,0.6131654892985305,1.7312907933134971,1.929667863380668,0.0364366047062151
104,5.2250000000000005,1.048226491851226,0.759271894910533,0.7508355405226386,0.3463564181310785,0.2810061505591769,0.6839994672525699,0.7493497348244713,0.2694441801426094,1.0104156755347868,0.9116194761491634,1.2035173379703237,1.0418508298847584,0.4953418261207571,0.5307233851293827,1.7336963914226515,2.034439642995969,0.5130326056250698,0.6191772826509464,1.6629332734053996,1.9106041864657797,0.04765679376672
105,5.275,1.0484592590995154,0.8426171944884995,0.7780551697634474,0.3291353736557283,0.3291353736557283,0.5920162240430953,0.6604079899975321,0.3745106799139603,1.1323440557398563,1.1323440557398563,1.1411560717378322,1.0970959917479546,0.4165680289952073,0.57278103986841,1.6489151147726953,1.7183431196052303,0.4165680289952073,0.5554240386602763,1.822485126854032,1.6836291171889637,0.0584470448845316
106,5.325,1.0469079685853386,0.9072802909916684,0.8756026443052984,0.3733185809644363,0.3586375131737001,0.6522588689884252,0.7655128205169613,0.3242741347184599,1.145768609338558,1.0592955067469687,1.154415919597717,1.1025320580427636,0.6302054900993106,0.4939448435913514,1.2263458185716307,1.6521603389090032,0.4428471011508669,0.6131729092858156,2.2653332481948203,2.1290726016868624,0.0630900697479452
107,5.375,1.0408232403538975,0.8936681134158537,0.9072206182580206,0.3314116921588106,0.3314116921588106,0.7060509963383348,0.6792910460397972,0.3776794878820807,1.1924487201670195,1.2985384639541209,1.3240000024630252,1.19244872016702,0.5015151524481151,0.6519696981825496,1.5714141443374272,1.7887373770649435,0.601818182937738,0.4513636372033035,2.223383842519977,2.1565151555268947,0.0956972790895893
108,5.425000000000001,1.037461618362982,0.9602243658491236,0.932834102764593,0.3879722723308219,0.3697860720653146,0.7011790546812251,0.6769307876605487,0.3082638663808034,1.283044200611993,1.2622155609916694,1.1455751791178517,1.291375656460123,0.7548803935123699,0.6400072901517917,1.5097607870247394,1.394887683664161,0.804111723524046,0.804111723524046,2.1497680771765317,2.1497680771765317,0.0828894842033324
109,5.4750000000000005,1.034433868593581,1.0295898478675645,0.9504497326956548,0.3789344769780345,0.3948060781080045,0.7340615522611135,0.6527195964700173,0.511248690244226,1.3783264688984345,1.419226364117973,1.574645965952218,1.3987764165082035,1.0150610359030827,0.6444831973987821,1.7401046329767138,1.5306475938221085,0.7250435970736302,0.612259037528843,2.94851062809943,2.046234151741134,0.0759569482648565
110,5.525,1.0323384187470237,1.0593276245992689,1.0480100217723527,0.4286049388979052,0.4617244114491067,0.6584930424885999,0.6409592040791401,0.5783469161520273,1.4378346943223987,1.405704310091731,1.385622819947563,1.385622819947563,0.6961583249978099,0.9334850267016092,1.5979997914722448,1.677108692040178,0.9176632465880225,0.8543761261336758,2.230870996015708,2.4840194778330926,0.1278658147955161
111,5.575,1.0314471936782577,1.1122918533899095,1.108586683991542,0.4630466329314985,0.4840942071556574,0.6964833652358072,0.7768468304553237,0.5127954447340561,1.538386334202167,1.4752730486964365,1.4082151828465992,1.4555501469758976,0.9945123776660484,0.7925020509526316,1.5850041019052636,1.616082613707328,0.7614235391505676,0.7148057714474717,2.470741688264088,2.7193697826806,0.0732564921048651
112,5.625,1.0311349590786365,1.147927602577295,1.183595613056868,0.4322967215906882,0.5131174130185125,0.817604669095433,0.7104702641794793,0.4533476923811916,1.5692804736272037,1.4646617753853892,1.3522935439404782,1.5692804736272037,0.9005896919357,1.0379677805360612,1.5111589746039715,1.5416874387373856,0.9463823881358204,0.8242685316021664,2.549126755140036,2.991789485074533,0.1079399267574265
113,5.675000000000001,1.0324384480532165,1.1778494316498065,1.255800608364942,0.4579511551124463,0.5022690088330057,0.7423240498193686,0.7534035132495082,0.7232900998239994,1.5912382196127972,1.6140789596072398,1.576011059616503,1.629306119603535,0.8547973907010901,0.9597725088573644,1.694598335951284,1.559630326893217,1.034754736111846,1.0497511815627425,2.60938150845596,2.519402835750581,0.151494704044769
114,5.7250000000000005,1.028363550153912,1.2227177712673722,1.2311503076209396,0.469946090042693,0.4899051903919966,0.8364677510026315,0.7384867129242324,0.6957491148336247,1.6271551879173496,1.6196740146395678,1.675782814222925,1.5373811085839786,1.0609663921216563,0.9283455931064494,1.576713943847461,1.6209208768525305,1.1493802581317942,1.2377941241419324,2.8145080679893937,2.5934734029640487,0.1488600805272734
115,5.775,1.025711096907284,1.2658623807117253,1.2713871483307622,0.5028569273550596,0.511772830322348,0.7667676551867931,0.7721171969671662,0.8050648876247462,1.782906257981742,1.81599111637728,1.591749298363082,1.8012867348681516,0.9992295616430016,1.0571559130425958,1.3612692578904662,1.4336771971399591,1.3178244943407704,1.2309349672413787,3.388691556876266,2.9542439213793097,0.141417138493397
116,5.825,1.023763128832305,1.3093881925741448,1.297169951274853,0.5205517878929777,0.5012720920450897,0.7922202293859462,0.8220161229690456,0.7913034326603121,1.748816718756124,1.6946178535054168,1.611512926787667,1.8138553570569704,0.9821491339370408,1.1671917243889474,1.295298133163344,1.4234045419377412,1.167191724388947,1.3380002694214768,2.747170765939841,2.7756388567785955,0.2013100709311948
117,5.875,1.0202001203901343,1.3258983266721067,1.3105507365797775,0.5599729091117578,0.5961557740082096,0.8270369119189044,0.8597737896823608,0.8809003415669562,1.857705155804508,1.786664805678142,1.7866648056781411,1.7440405956023206,1.3013300500420923,1.2173732726200222,1.4132724199381863,1.413272419938186,1.2313660688570338,1.385286827464163,3.35827109688282,2.980465598483504,0.2073218381238885
118,5.925000000000001,1.018447288687119,1.272779471212131,1.340354876127002,0.5776664051793906,0.5946067689676429,0.8199136073513934,0.7606223340925118,0.8905418932993363,1.8928380634048636,1.7252066481955768,1.8998227057052517,1.7566375385473174,1.293217104708009,1.3069747334814992,1.5821273089512884,1.5133391650838413,1.4170357636694144,1.4307933924429042,3.067951216488152,3.260558019317004,0.1343474564921368
119,5.9750000000000005,1.0157420581822094,1.3541438561371677,1.331564039574614,0.5830310843763942,0.6030207215550131,0.7995854871447691,0.8245725336180428,0.9237775150519356,1.8235162100095827,1.7410973982577378,1.8578573815728523,1.8784620845108124,1.2851923297162788,1.4340040731571104,1.5151741150339275,1.4475324134699128,1.2851923297162786,1.474589094095519,3.3956134185135336,3.4361984394519416,0.1958848459578301
120,6.025,1.012241056520213,1.3374720967439686,1.3063828497133934,0.6536696481204941,0.612712903250789,0.79456085047228,0.8666447214429608,0.999697432930451,1.91833831724492,1.7798667133592825,1.7055648771279643,1.8406591248212685,1.516739962738462,1.6897015374367073,1.649787327890959,1.3703878610707143,1.2905594419792166,1.2905594419792177,3.2330509732056703,3.2330509732056685,0.1568058232154424
121,6.075,1.0082611002888613,1.3386375371743582,1.3854430454671676,0.5865545210377741,0.5736632128830976,0.8218208948606179,0.8395464435732976,1.1161889583772078,1.7573332112545912,1.770621175044796,1.747367238411938,1.7141473289364255,1.465702672616535,1.6620021376991072,1.635828875688098,1.374096255578002,1.7012620307156223,1.6620021376991077,3.533390371486291,3.1669647033321597,0.1366084032513406
122,6.125,1.005918378742122,1.313801925982138,1.3635299428066956,0.6214032041596085,0.6895673311465045,0.7957765522656214,0.8449181321864064,1.1143798277421182,1.7320272982502125,1.709151466009171,1.6797396816992625,1.7189553941124742,1.5706090880645152,1.699347537905869,1.6478521579693275,1.609230623016921,1.737969072858275,1.6221044680010568,3.566055060605497,3.012479726287677,0.1864080207396744
123,6.175000000000001,1.0005849060078769,1.2684510628184231,1.3946921447846372,0.6706472961127401,0.6675280063633788,0.8546853913250735,0.8468871669516692,1.2378781397658762,1.62371028722537,1.675154573553303,1.5079606429875223,1.5754812687929332,1.4566137890200603,1.5452772370473682,1.8112675811292929,1.7986013742682485,1.494612409603192,1.8365999948513807,3.255215163288309,3.432542059342925,0.1876666567575089
124,6.2250000000000005,0.9964275043887052,1.2891671315344877,1.3313667010775712,0.6353621126371122,0.6246192749838275,0.8133862794629696,0.7934352952497268,1.268693710904592,1.6768270992005836,1.7179568205017297,1.714792995786257,1.5914038318828172,1.7448972673213596,1.645188852045853,1.7822879230496746,1.7448972673213596,1.5080897810420324,1.4831626772231556,3.714138469012613,3.66428426137486,0.2266331581899902
125,6.275,0.992846016636662,1.2453075524132375,1.3131589737753493,0.6736078190244218,0.649442516099779,0.8231306308706501,0.8608889166904046,1.2703513860539215,1.6844610290567932,1.6066208705976066,1.7062562734253646,1.584825626229035,1.4105580229876804,1.6926696275852162,2.183298505146148,1.864389734731542,1.398292301048656,1.5945438520730288,3.2872134796582464,3.5079964745606618,0.2271661767278295
126,6.325,0.9912853750742971,1.3120540390069193,1.3224169054843766,0.6540807597545841,0.6674596843859283,0.8859821200312098,0.8116547609681887,1.3453480689973143,1.55373911385339,1.584384855743989,1.636482616958009,1.590514004122109,1.2917644536310242,1.5332157533751407,2.0040457878761684,2.3058599125563144,1.7746670531192574,1.73844935815764,3.694204886084985,3.33202793646881,0.2073278252394632
127,6.375,0.9871854317389048,1.2416823038591964,1.2830528233396723,0.6848339274621146,0.6965404903247149,0.7711698285737911,0.8297026428867923,1.387677951635922,1.562646041190017,1.5415292027955572,1.4600785404169268,1.451028466819301,1.521143683479693,1.8301259941865056,2.032152889648652,2.091572564784577,1.9251974744039857,1.3547685930991016,3.339385742639013,3.54141263810116,0.2321005269595132
128,6.425000000000001,0.9854701379051588,1.2754354651043964,1.267624399263862,0.6454038879581825,0.7030292350973057,0.8355675335172899,0.7664171169503416,1.511690164219636,1.4493218077390615,1.5027803990081252,1.5651487554886996,1.4909007120594444,1.6379568368635693,1.5677586867122737,1.6496565285554523,2.211241729765818,1.743254062090513,1.4858608448690958,3.112117990040781,3.217415215267726,0.3033562917252427
129,6.4750000000000005,0.9821377442320472,1.2426293744952814,1.2503202724806637,0.7063983209302729,0.6737734988792753,0.8156205512749127,0.8255498449426075,1.5235246332229229,1.5001307808893658,1.424100760805305,1.3685403615131058,1.3012830360541283,1.6473171018213324,2.33849910258553,1.8085929019996452,2.257861202496372,1.704915601885016,1.5781989017449125,3.0642402033879343,3.018161403336987,0.3064475299306556
130,6.525,0.9806760691869252,1.2366414169790465,1.2209534899919985,0.6704711564613941,0.6970106397379913,0.7961844982979057,0.8394857604860376,1.5434589853103573,1.2986940342816633,1.396600014693141,1.2900552713041795,1.3591653751240462,1.4746979224188723,1.917107299144534,2.166671562938497,2.246078374145668,1.678886865523024,1.5200732431086843,2.904020524147933,3.153584787941896,0.2864895885389884
131,6.575,0.9794250662446008,1.1811438813496131,1.2317567224539046,0.6685666071275075,0.6493074867575792,0.7373491798772511,0.775867420617108,1.4605185678337853,1.2052823132608907,1.262001480943756,1.1967744381084613,1.242149772254754,1.519386188837973,1.7763412060679244,1.9327486078600693,2.0779840523813458,1.7316533769844549,1.2289152997954196,3.105804121301151,2.8935369331546696,0.3837225323851003
132,6.625,0.9745626230236444,1.1827986051633907,1.1759767853465657,0.6937422641734932,0.6666429569792155,0.8658228648571525,0.8197540426268818,1.7067143670955685,1.2150912433495464,1.3044772658488233,1.2150912433495464,1.2095046169433417,1.177423838034983,1.6285862432633411,1.9036852708416083,1.7936456598103014,1.7166179320883868,1.3094713712725514,2.883037809020239,3.147132875495376,0.3742469628238222
133,6.675000000000001,0.974010404643022,1.1532559878301842,1.1708313816384437,0.7087482007937294,0.7020744889218482,0.81552759074382,0.763472638143151,1.551915225936168,1.1776945331572348,1.221720497013579,1.1501783057470183,1.2217204970135795,1.4416835512806998,1.5067219069775737,1.701836974068195,2.0053493006536045,1.6909972481187157,1.409164373432263,3.0026040880056653,2.590694501925468,0.467214310312235
134,6.7250000000000005,0.970895959055171,1.1870975652251603,1.1504304589633796,0.6837837643677076,0.6548544512598431,0.7482172344715877,0.8231704547965091,1.6183826503517105,1.19277783275503,1.2605493005252024,1.138560658538893,1.1277172236956652,1.1426680202219324,1.633908477513604,1.8261330042799109,1.922245267663064,1.655266758265416,1.2708177047328035,2.904726182246409,2.5950311113451368,0.4315244478427289
135,6.775,0.9689289861762804,1.1500712891657303,1.1756618806785797,0.6957540363287328,0.6802064600979228,0.8447516418739928,0.7877438623610235,1.4663756320458257,1.1271594111536214,1.137843386614793,1.0523715829254194,1.0897654970395196,1.0837759956446211,1.588836653809105,1.8308448858462536,1.999198438567748,1.4625714892679842,1.199519063140649,2.798877813994847,2.693656843543913,0.5243869588595533
136,6.825,0.967071457004854,1.1357544838110891,1.0887816166094983,0.6983643984530586,0.6587861601495032,0.8183758307283553,0.8375265911978177,1.6265772061508847,1.0554327826318848,1.0949128119073916,1.1343928411828983,1.0054247455495762,1.0575862387741837,1.752275238753304,1.866328656660324,1.9803820745673435,1.5034314178652612,1.161271164144202,2.7891244924534844,2.6750710745464645,0.4783260689773998
137,6.875,0.9671806167120202,1.1012650043021164,1.1607138231184253,0.6404312011876336,0.6819522810288751,0.912205541966668,0.8379708840686914,1.574471604721165,1.185392954460581,1.112764939745272,1.16464209311335,1.0090106330091162,0.9707315819632756,1.4509882593556338,1.573606985498364,1.9108084823908704,1.5122976224269986,0.9605133547847146,2.544338567461641,2.6465208392472497,0.6503171725784059
138,6.925000000000001,0.965626358149981,1.1449737434562068,1.1219205808362835,0.690741854234596,0.7465468514348779,0.8085524038796346,0.8172331812219009,1.7179926112447703,1.063519235532477,0.9842666001923166,0.9612577705774316,1.1325457243771333,0.9164796442562066,1.2891142248878509,1.5106807322904507,1.712104829929178,1.722176034811114,1.0071204881936335,2.4170891716647223,2.628584474185385,0.5392205307706115
139,6.9750000000000005,0.9644816030196076,1.1210426434098664,1.1148882707897956,0.6943206327653989,0.7493284293753345,0.7737763389797496,0.8862367231600607,1.658170065877323,1.0080061190743603,1.078566547409566,0.9374456907391552,1.0004460731813023,0.9232419681521984,1.389826618723739,1.697573941441137,1.4394632836781582,1.4493906166690422,1.092006628997224,2.581106577629799,2.372632584821239,0.6217752030412754
140,7.025,0.9653569138725796,1.0925407434598615,1.0570716719079831,0.6953177909230456,0.7760565985345607,0.762800973404312,0.8302841558855786,1.7812223094601864,1.0260039244170944,1.0433938214411134,1.01606684040337,0.9465072523072956,0.9003600363950743,1.184169178302217,1.595203107960838,1.556057019421922,1.4581917980746308,1.0275848241465522,2.231327046718228,2.338978790200247,0.6986378454547402
141,7.075,0.9638925737184614,1.0983188612133932,1.1236257474164664,0.7710668282829014,0.715226857667653,0.8542327419651864,0.8910633608816273,1.775729343787693,1.043394069591114,1.0629883244191158,0.9601184865721052,1.0042055599351098,1.0710041559396617,1.2639778777305912,1.6209792630438118,1.4376542273424278,1.553438460416986,0.9455712367755564,2.3253333475807056,2.3060359754016124,0.6563075660501737
142,7.125,0.965392424845124,1.1346786694802216,1.1555484091028092,0.7708260675527497,0.7731690039282902,0.8551717770721998,0.8832870135786831,1.6494632535553602,1.055366679068364,1.0843469997750463,1.0167262514594535,0.9877459307527706,0.9513741646133236,1.1131077725975884,1.56025362996585,1.5602536299658496,1.4365749885661183,0.922832939674924,2.235729286841308,2.2167018035490416,0.7400331894742201
143,7.175000000000001,0.9648560656697966,1.1063926109875928,1.167237493759252,0.7543443329490285,0.762430719366552,0.8294322068260375,0.8987440904048144,1.755154614993053,1.0359460753351124,0.9287792399556184,1.0264201344124908,0.9144903285716856,0.8724895890492178,1.228990711456425,1.4916757490196313,1.6417814847700332,1.379096447206828,0.8631079805648174,2.063953866568041,2.129625125958843,0.669731968947588
144,7.225,0.9655018694405956,1.1423135620402245,1.0973093197350474,0.7952066542755819,0.741661220534963,0.8966011990184571,0.9216650190672576,1.768524175219634,1.089767884863094,1.0474924065709907,1.0756760587657266,0.984079189132837,0.7956899786291401,1.1657783407822282,1.2860570584819817,1.3508225218587715,1.3415703128049443,0.9067164872750662,1.998477155626676,1.905955065088404,0.816271423259082
145,7.275,0.9658571819475136,1.1123049329978376,1.1123049329978376,0.8202706537050487,0.7461091973426741,0.8326308964321114,0.9405021056864736,1.816108615292678,1.0632574673716064,1.0539916070895006,1.0285104913137104,0.9775482597621296,0.821292161368441,1.3049419897298569,1.4235730797052988,1.5513296381403905,1.1863108997544152,0.9946760621017788,1.815968223470223,1.9345993134456632,0.8573284500815468
146,7.325,0.9673014073228786,1.1276487611311072,1.1186344390969414,0.7669925917854864,0.7891600077330436,0.8800464131180289,0.8567706263730942,1.693147230074434,0.9596785919450238,1.0784959414239317,1.0899206865661342,1.000807674456953,0.9001314354462704,1.1701708660801515,1.368199781878331,1.458212925422958,1.2691853239792412,0.9361366928641212,1.836268128310392,1.9622865292728693,0.8456642985871231
147,7.375,0.9667101361225852,1.1475570799858088,1.1327362320893122,0.8178579962465361,0.8561267527553983,0.8615937179709499,0.9097030118678052,1.7176027207063207,1.0165863871896983,1.099987044231869,1.0120782435657978,1.06166782342871,0.8346896224859308,1.0389221896899357,1.518424738777599,1.482906031437771,1.1277189580395024,0.7458928541363636,2.060085025709959,2.0156866415351757,0.9538403881794836
148,7.425000000000001,0.9695579135916026,1.1208741003539875,1.1304827862683156,0.8392417079513617,0.8014866182620335,0.915830604178285,0.8931775503646887,1.8279769754286448,0.929555201617,1.0207316687612509,1.009612587402196,1.0807747081001473,0.841006880975797,0.9636537177847676,1.1739054380287166,1.4805225300511426,1.1038215312807336,0.7972044392583078,1.6732532736080965,1.743337180356079,0.979386839707784
149,7.475,0.9704013513183216,1.124890479264846,1.127363671963852,0.7982506285972875,0.8110226386548439,0.8770113572855531,0.848274334656051,1.739973503507792,1.0093162819843426,1.0444229352707546,1.0224812769667473,1.0773354227267662,0.8125062559847624,1.1236788646597768,1.3311272704431203,1.3311272704431203,0.9853799274708812,0.8470809902819861,1.694161980563971,1.7114493477125825,0.8004227391512929
150,7.525,0.9721605741937608,1.136836279163798,1.1323621471169991,0.805531961223526,0.8296874176878556,0.8811490423292543,0.9263092435451756,1.8836408793388535,1.1150287963902414,1.136679840980343,1.0652313938330067,1.0890475428821191,0.8870367359338661,1.0832083217653945,1.2708507082129432,1.3817303002046768,1.1514419168372303,0.8273323402460097,1.5779018860362048,1.9446574595473236,0.8932160538549129
151,7.575,0.9730663705608624,1.1026115232462996,1.1411447253692135,0.9130847225061716,0.8166977994720352,0.8882106778522008,0.9016841187064348,1.786211524561797,1.1259969778039074,1.061898478118676,1.1153138945230356,1.0298492282760596,0.8164465464957329,0.984786040618564,1.3130480541580858,1.3467159529826516,1.1278746106229711,0.7743616729650249,1.6833949412283138,1.742313764171305,0.9438177045488756
152,7.625,0.974306264508698,1.1701996325370594,1.1365276729007527,0.8960347917406529,0.8510284780002545,0.9359267516469147,0.9216065609113336,1.7312323775650884,1.0290394643748637,1.0796479626228077,1.1133869614547705,1.1597780848487198,0.8057741955891101,1.0715966106288166,1.2211217190886516,1.495251084598349,1.0715966106288166,0.8971506507590093,1.8358360538679728,1.4121815798984405,0.976236209825351
153,7.675000000000001,0.9764726922940364,1.1557844418874546,1.109255907183596,0.8803597932127623,0.8399763164598838,0.8793502062939401,0.9328583129915052,1.7940825510659808,1.1717731743041155,1.1447162448796857,1.1551227561967747,1.105171501874751,0.7461153265524338,1.065879037932048,1.262656706473349,1.164267872202698,1.0494808988869395,0.8035088132103131,1.6152166959431802,1.533226000717639,1.007732575501691
154,7.725,0.977033705493165,1.1350820367617522,1.1455027150999253,0.8560451883918749,0.8779695121923645,0.8859419935743614,0.946732164112084,1.8222946001948852,1.1751437557062832,1.179252649957004,1.1771982028316437,1.0888569764411364,0.8902604209896088,0.8417007616629029,1.0035662927519229,1.489162886018982,1.0440326755241776,0.8902604209896088,1.47297633291008,1.7724275654247668,1.0056309041178544
155,7.775,0.9802807792237792,1.1258639459490267,1.1186248884285426,0.889340678510292,0.9070487893655862,0.9188541966024476,0.9070487893655852,1.8050164962412776,1.1114034156631682,1.1641342346544865,1.1904996441501456,1.1256001746223694,0.8229203569857237,1.1664696322321908,1.2943019206959927,1.1664696322321908,0.958742163478513,0.7909622848697733,1.5100189074786587,1.5020293894496706,1.0357839444723214
156,7.825,0.9813695765365166,1.1220541127179038,1.1126503739254316,0.889666674009341,0.8673278819763552,0.9547405464532556,0.9644530647284664,1.830077520422708,1.2073706179594006,1.165322884995641,1.1713297039904635,1.1893501609749326,0.8518761483567011,0.8834271168143565,1.2147122856197403,1.3172529331071203,1.1121716381323588,0.8597638904711148,1.5144464859674682,1.364579385793604,1.0571184176603277
157,7.875,0.9833853555736812,1.0885388990505651,1.1267918866323483,0.8889537561916021,0.9215583168286184,0.9004612481811365,0.8860768831942177,1.8563354962503436,1.2336031412781838,1.2612801348325018,1.1189413108388653,1.178249154169548,0.8566688481098507,0.8410930508714897,1.2616395763072348,1.2460637790688738,1.1603968942578888,0.739850368822144,1.432973345929205,1.3550943597374,1.0542271743066105
158,7.925000000000001,0.9854991598521828,1.1133520253229272,1.106384407246137,0.9317451378226098,0.908072751190938,0.9090196466562052,0.8938693192119345,1.9598696663868456,1.2844564148232511,1.202469835153682,1.1829492209466417,1.2239425107814266,0.8766530380252636,1.168870717367018,1.3841890074083103,1.168870717367018,1.0073819998360487,0.7920637097947558,1.2995996791778028,1.3995688852684032,1.064271854165472
159,7.975,0.988705326221813,1.1063158313453254,1.067205484443429,0.8780208019862427,0.8546443163103582,0.8434236031859327,0.8331379494885434,1.7464608412277838,1.225992378610232,1.1681625494305048,1.1720178713758196,1.1778008542937928,0.721412515524889,0.9644146260174844,1.1314785769811428,1.283354896039013,0.987196073876164,0.6834434357604212,1.3213239758034812,1.260573448180333,1.0969964535215735
160,8.025,0.988987388091598,1.0743336032528985,1.0417888769226684,0.8597263009555501,0.9031281657728552,0.8375636465807563,0.8689607402783809,1.8542185887055211,1.2278962933419528,1.2393185844428074,1.1936294200393862,1.2069554263237172,0.8999380867340581,0.9299360229585264,1.1999174489787443,1.2374148692593296,1.1699195127542763,0.8174437621167697,1.214916417090979,1.169919512754276,1.0682173259116263
161,8.075000000000001,0.9920749225566124,1.0723734084695016,1.029280669393982,0.921163970964722,0.8983628825745065,0.8874183601472021,0.9029231002525496,1.7617594191376782,1.23718004033361,1.1807736555159676,1.2334196146791003,1.2729040840514494,0.8073519927939233,1.0147451652547477,1.3184280249295253,1.2591728327978615,0.9851175691889152,0.836979588859755,1.2591728327978615,1.3406487219788998,1.1099011434355694
162,8.125,0.9939175394207588,1.0253737493950372,1.0152560771485393,0.8936461349742206,0.9513007243273958,0.8774307817186398,0.9359862240304588,1.7085715806392976,1.331571547085191,1.2572858261878312,1.2944286866365116,1.287000114546775,0.9145022458955406,0.9803464076000198,1.3827273957940582,1.2437230544179356,1.024242515403006,0.9803464076000198,1.2364070364507709,1.4193074856298786,1.143090480747143
163,8.175,0.9950885060235648,1.0094230413509682,0.987366682646134,0.8969860206119316,0.9227921660462036,0.8489331980791495,0.8400345272397454,1.7152530299522124,1.3575264622081675,1.2547947299329545,1.3593609574273684,1.1722424450689444,0.8238551257135561,1.040659106164493,1.112927099648138,1.459813468369635,1.1418342970415964,0.8021747276684624,1.2430094879186997,1.235782688570335,1.1997224346790067
