,diffusion (m2/s),std,R2
dol,3.8466773859939063e-10,5.845574363581645e-13,0.9997691219901864
nma,1.4614453248216994e-10,4.1404650616713335e-13,0.9991979810094036
tfsi,1.467309439365452e-10,4.4982079336343867e-13,0.9990610819824332
ps,6.093224600329535e-11,6.282473187097818e-13,0.9894810019632374
li,1.1245115972358847e-10,5.001042169184302e-13,0.998026055057734
