,diffusion (m2/s),std,R2
dol,3.223508023396726e-10,7.623670503977724e-13,0.9994409793163062
ofe,2.570465807709869e-10,2.4097186416458385e-12,0.9912881790784807
tfsi,3.296727006712433e-11,4.2753425197169887e-13,0.9834601104235178
ps,1.8635557339408598e-11,2.522882993127998e-13,0.9820020988329478
li,3.040716445568766e-11,3.6347329492226553e-13,0.9859125763146527
