,diffusion (m2/s),std,R2
dol,5.711444808269501e-10,5.196653312938563e-13,0.9999172211157802
etfe,8.160359889011353e-10,3.25910302723323e-12,0.99840747822362
tfsi,4.2847155972343286e-11,3.87004577812694e-13,0.991907931201476
ps,1.9679552653299664e-11,2.8628042944747743e-13,0.9792767288150948
li,3.91578484748519e-11,2.989602329961346e-13,0.9942048447010655
