,diffusion (m2/s),std,R2
dol,4.800011271406897e-10,9.542029870388428e-13,0.999604974221449
tte,5.693516451666186e-10,1.7820704869333491e-12,0.999021269031368
tfsi,5.093050294226154e-11,9.072649666115876e-13,0.9692429277055733
ps,2.4050146108114807e-11,2.567428124045881e-13,0.9887321820823715
li,4.3484519742463636e-11,5.800848711252823e-13,0.9825155033542964
