,diffusion (m2/s),std,R2
dol,3.442735697245266e-10,6.218020329150478e-13,0.9996738966488463
tegdme,8.797185076099672e-11,2.7701916366927077e-13,0.9990093922046277
tfsi,1.1114444311800273e-10,7.741410242163714e-13,0.9951720492981111
ps,2.883135151473223e-11,3.0750775573081475e-13,0.988752148206165
li,7.735809405593761e-11,3.1237661289470706e-13,0.9983720617772043
