,diffusion (m2/s),std,R2
dol,3.5523899740024986e-10,4.2960710756502873e-13,0.9998537694435479
tfee,3.077574350890533e-10,5.142986747339027e-13,0.9997208147709051
tfsi,4.6291021522134876e-11,2.5678853174160355e-13,0.9969322260605586
ps,2.8875761748931938e-11,2.979518096914954e-13,0.9894652147644777
li,4.392553561228968e-11,2.4347375938227026e-13,0.9969370639184837
