,diffusion (m2/s),std,R2
dol,3.1530995300915657e-10,2.754864407227825e-13,0.9999236705829323
tmp,7.406745617082252e-11,4.832154710880702e-13,0.9957617920573094
tfsi,1.1375819807031866e-10,2.4641631444324594e-13,0.9995310033112035
ps,5.008108094636088e-11,3.4036451615020275e-13,0.9954023086771678
li,6.80029510388451e-11,2.3452239408584504e-13,0.998812053469931
