,diffusion (m2/s),std,R2
dmt,3.2683482584111144e-11,4.0413437089834624e-13,0.9849406924278516
tfsi,3.9791738199556244e-11,4.2691411127180743e-13,0.988620457752662
dol,2.6273461374342597e-10,4.587944314387628e-13,0.9996951618749151
ps,1.305822801485686e-11,1.4016459985876475e-13,0.988609754651537
li,1.9340547758144255e-11,3.030519889563614e-13,0.9760358242620581
