,diffusion (m2/s),std,R2
dol,3.7301314425271923e-10,6.909491369112889e-13,0.9996569993863764
dms,1.6940226892391672e-10,7.731450785952776e-13,0.997921357210213
tfsi,1.704700388029119e-10,4.2207522569073395e-13,0.9993873429328191
ps,6.352806843500871e-11,3.061750818040652e-13,0.9976826011777332
li,1.1103216767760152e-10,6.103231827023758e-13,0.9969876054358506
