,diffusion (m2/s),std,R2
dol,5.101146936206362e-10,7.970045120498813e-13,0.9997559493938711
dmso,1.5797996618524645e-10,7.267055189900669e-13,0.9978884814869393
tfsi,1.7183702509458863e-10,7.249249648771678e-13,0.9982234379353787
ps,5.990415878936956e-11,1.0407935466887955e-12,0.9706978621683893
li,1.321623158278503e-10,4.800713872123832e-13,0.9986822782695062
