,diffusion (m2/s),std,R2
dol,2.7803741440740007e-10,4.3527831921871876e-13,0.9997549689275563
ems,5.6237542297756994e-11,3.3987743866616765e-13,0.9963607773182295
tfsi,8.199392029524985e-11,6.404985968685789e-13,0.9939349966510315
ps,2.3812447055454964e-11,4.3353459227148226e-13,0.9679168138223236
li,3.4730756894660943e-11,3.019918490402115e-13,0.9924960362523214
