,diffusion (m2/s),std,R2
dol,2.794883724773858e-10,6.95943450940752e-13,0.9993803432022583
fde,2.0009791094297528e-10,5.298544639733058e-13,0.999299313620902
tfsi,3.1460457411392176e-11,3.3074892726360894e-13,0.9890681655287222
ps,2.4477788412723827e-11,3.684507984281461e-13,0.9778443556846916
li,3.2175972295637905e-11,4.192553705017025e-13,0.9833051612379302
