,diffusion (m2/s),std,R2
dol,2.617935220584743e-10,4.217768587852454e-13,0.9997405014169779
des,7.798500267305443e-11,3.7533910699803677e-13,0.997688890162638
tfsi,9.471903935251774e-11,4.75985703040805e-13,0.9974810595248564
ps,4.275364574201426e-11,3.5845242768337324e-13,0.9930196917068483
li,6.709810998053861e-11,3.127570918252028e-13,0.9978320403089475
