,diffusion (m2/s),std,R2
dol,7.491716153339208e-10,1.3738981409875081e-12,0.9996637979109697
dme,3.958228128088651e-10,1.3662148937046508e-12,0.9988100757800158
tfsi,2.8672371261048327e-10,8.647433908681043e-13,0.9990912332510197
ps,1.2547816330484516e-10,1.2218475114547855e-12,0.9906071118087787
li,2.507529827286997e-10,1.2900331131769434e-12,0.9973602575315134
