,diffusion (m2/s),std,R2
DOL,3.1041067697706664e-10,5.074707440727715e-13,0.9997328023340406
DTFEG,1.5083661201290922e-10,3.7440111614106683e-13,0.9993842658528876
TFSI,8.411924393651159e-11,6.020402497277566e-13,0.9949038588470659
PS,4.310236823763473e-11,4.0119362442812063e-13,0.9914106684329599
Li,6.582351516848042e-11,5.497144890874821e-13,0.9930738202430529
