,diffusion (m2/s),std,R2
dol,4.778067937905211e-10,5.411365483023076e-13,0.9998717511759004
methf,3.336203065301709e-10,9.624513620241922e-13,0.9991684443121415
tfsi,1.5255754049912535e-10,5.725351815860161e-13,0.9985935452797445
ps,7.206156950079767e-11,7.455400473475555e-13,0.9894096415859188
li,1.1979643462811878e-10,4.492789987687823e-13,0.9985954602384286
