,diffusion (m2/s),std,R2
dol,6.159335501898463e-10,1.3036100935274823e-12,0.9995522524592904
dmf,2.5961819887883735e-10,7.572058368189644e-13,0.9991500598221212
tfsi,2.6216613591733635e-10,7.133728101042849e-13,0.9992601247903321
ps,9.564839469459602e-11,6.865043863311316e-13,0.9948749306155851
li,1.568392629849336e-10,9.547654741854044e-13,0.996307866587948
