,diffusion (m2/s),std,R2
dol,3.543191132973644e-10,1.0632799166294147e-12,0.9991002639233196
btfe,3.6566842059804226e-10,7.789287731612601e-13,0.9995464516792724
tfsi,7.516163744154962e-11,5.021758436327028e-13,0.9955558898370449
ps,2.8693970726444348e-11,4.0548829065354934e-13,0.9804211135095887
li,6.05868346574612e-11,5.622756598893138e-13,0.9914607921375234
