,diffusion (m2/s),std,R2
dol,2.3108542141355971e-10,7.477196293830958e-13,0.998954129255641
sl,5.021447703546644e-11,1.829838884591457e-13,0.9986738535224724
tfsi,6.253332004680902e-11,2.1119647570952006e-13,0.9988606549600126
ps,1.9673985753621507e-11,2.276681295592147e-13,0.9867857462679436
li,3.128729762611275e-11,1.6540089048222702e-13,0.9972130605218804
