,diffusion (m2/s),std,R2
dol,1.7708644200708995e-10,2.6329377584824554e-13,0.9997789886556546
ttfp,3.6669504572622906e-11,2.0054242297337787e-13,0.997018015124015
tfsi,3.971749778276131e-11,2.691979671401904e-13,0.9954271257036414
ps,2.5765032835277583e-11,2.5031078219587135e-13,0.9906498646275845
li,3.173789074034194e-11,2.6624963538602604e-13,0.9930116241486149
