,diffusion (m2/s),std,R2
dol,6.362321973177973e-10,1.3348112220380223e-12,0.9995600358441583
epe,8.258611461466597e-10,1.4896198050047613e-12,0.999674766302747
tfsi,1.2496462740421893e-10,5.695958745977974e-13,0.9979267192088008
ps,6.247612140742965e-11,6.349369057626491e-13,0.9897771859471726
li,1.0629566698657045e-10,6.229561579662797e-13,0.9965770957925143
