,diffusion (m2/s),std,R2
dol,4.609678869142664e-10,1.1767922340757909e-12,0.9993487086653733
toluene,6.209191675771333e-10,2.2246087643363194e-12,0.9987180235650568
tfsi,1.1243815641574375e-10,7.466835655981931e-13,0.9956092906046975
ps,5.3420866340062594e-11,3.679167465309079e-13,0.9952791287579068
li,1.0222443619178785e-10,4.262527931355768e-13,0.9982643163396462
