,diffusion (m2/s),std,R2
dol,2.744691974966115e-10,5.03765201532786e-13,0.9996632381973062
dps,2.989673459492086e-11,2.1464179826863114e-13,0.9948719967591246
tfsi,5.6872891281783336e-11,2.7544032902892663e-13,0.9976599400899857
ps,1.724599338286707e-11,1.4483167897370188e-13,0.9929967676540286
li,2.2585841910804388e-11,1.575976892522953e-13,0.9951547327579628
