,diffusion (m2/s),std,R2
dol,2.65673781788209e-10,6.175881216193501e-13,0.9994599103537095
tep,6.140545916924443e-11,5.513814214823985e-13,0.9920016083283041
tfsi,9.51060208705177e-11,4.973048154009683e-13,0.9972732615587595
ps,3.3908795011419815e-11,2.2368336140132053e-13,0.995667317162912
li,5.601398520265079e-11,4.017907762384113e-13,0.9948810822278269
