,diffusion (m2/s),std,R2
dol,6.196147220884768e-10,6.204021587424721e-13,0.9998997557186486
thf,4.467342118896741e-10,6.458635963998014e-13,0.9997910259202599
tfsi,2.0490516529243028e-10,7.218143432930279e-13,0.9987606139303853
ps,7.86149659171813e-11,5.941079772599728e-13,0.9943213243965237
li,1.616524021000185e-10,9.75160795954192e-13,0.9963741436818514
