,diffusion (m2/s),std,R2
dol,4.404474426644102e-10,8.026242281742395e-13,0.9996680351120092
degdme,1.708782386830226e-10,3.803651940939051e-13,0.9995047632225985
tfsi,1.5496088986247749e-10,6.883635043132357e-13,0.9980305936915929
ps,7.454915738467466e-11,4.917825645911874e-13,0.995667137075798
li,1.2560802439259405e-10,4.806508712258267e-13,0.9985378590738628
