,diffusion (m2/s),std,R2
dol,2.2862511548238996e-10,4.447924117374777e-13,0.999621642355116
ipms,3.059271148463713e-11,2.648530406693084e-13,0.9925607172143432
tfsi,5.2659075398921827e-11,3.6330450304117264e-13,0.9952626789090493
ps,1.5381439759396324e-11,2.2108348406335495e-13,0.979758729722555
li,2.0558904424234252e-11,2.3636002174922844e-13,0.9869549592215269
