,diffusion (m2/s),std,R2
dol,3.196067229724181e-10,6.721925836774808e-13,0.999557856181433
degdbe,7.412240234147311e-11,2.516698696057429e-13,0.9988485022391005
tfsi,7.89963888008852e-11,4.1340527402455373e-13,0.9972688233504602
ps,3.1470240509366524e-11,4.592911208656423e-13,0.979144398545149
li,6.120356482369624e-11,3.063507713766232e-13,0.9975008185992791
