,diffusion (m2/s),std,R2
dol,4.759982686069634e-10,1.2726349981500504e-12,0.9992856901365431
tfetfe,5.767977996588312e-10,1.2834543076342135e-12,0.9995051214186965
tfsi,5.615044691566419e-11,5.944655830361148e-13,0.9889157505417333
ps,3.026361833765559e-11,4.610750882850323e-13,0.9773151330145807
li,4.91934122111634e-11,3.6240196471691293e-13,0.9946022022470998
