,diffusion (m2/s),std,R2
dol,4.3019569200041524e-10,1.310378994438711e-12,0.999073044313858
tpe,5.160101074183278e-10,1.9390246084314526e-12,0.9985899405891862
tfsi,3.464406161223013e-11,3.8400359977286873e-13,0.9878630454389603
ps,1.580365924786031e-11,1.343833481174463e-13,0.9928212855277638
li,3.0914339122025255e-11,2.724126491141237e-13,0.9922949513099647
