,diffusion (m2/s),std,R2
dol,4.438963604464517e-10,1.140186331089266e-12,0.999340671187445
meim,1.702935725728817e-10,4.86637832621971e-13,0.9991840553103388
tfsi,1.512798351493901e-10,7.834260193288931e-13,0.9973253266811258
ps,6.55645316624879e-11,3.743770071347536e-13,0.9967501246170521
li,1.1751151141443958e-10,2.612919690742979e-13,0.9995058297111205
