,diffusion (m2/s),std,R2
dol,2.4096955287035897e-10,7.887286681825571e-13,0.9989297977057138
pegdme,5.7136765976529484e-11,1.809830028779596e-13,0.9989976745751781
tfsi,8.30312933085522e-11,4.363268386357573e-13,0.9972461352214306
ps,2.3805777570244787e-11,2.2719406312736327e-13,0.9909740793935582
li,4.831534388300556e-11,2.2544192391345474e-13,0.997827525467026
