,diffusion (m2/s),std,R2
dol,4.90252386312783e-10,9.41097124192187e-13,0.9996316425524517
tfep,6.059053951814925e-10,1.793856114148316e-12,0.9991242400771813
tfsi,7.758248629767022e-11,4.0493884579412503e-13,0.997283123082164
ps,3.6727616738479385e-11,3.974099472420772e-13,0.9884272471101132
li,6.878882821300936e-11,3.7852177482510204e-13,0.9969812101169926
