,diffusion (m2/s),std,R2
dol,2.231247342719063e-10,5.263101259785373e-13,0.9994439082600198
eips,2.9884550866975426e-11,1.62271022935475e-13,0.9970602534771402
tfsi,4.827994860562238e-11,3.442377996362634e-13,0.9949419715493524
ps,1.3752574066784177e-11,1.4114123011189512e-13,0.9895770791766505
li,1.9132770922475253e-11,1.152103288058018e-13,0.9963871062675482
