,O (DOL),O (DOL),O (DFEP),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
0,1.0095978985653666,0.944887856132552,0.0801171953930087,1.328147100424328,0.3553748231966054,0.3709335219236209,0.3513336027480301,0.3579511012325723,0.3211254798949285,0.3302687411598302,0.4168518892705597,0.3927055970903212,0.3267831885229339,0.3170842594463529,1.063043038997777,1.1374520105071737,0.6264902000404123
