,O (DOL),O (DOL),S (DES),O (DES-i),O (DES-i),O (DES),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
0,0.7086785209133162,0.7010002020610224,1.8514346332592453,0.0388967468175389,0.036320468781572,1.760759749444332,0.3548696706405336,0.0866336633663366,0.0883511820569812,0.0871388159224085,0.0938573449181653,0.237472216609416,0.2403010709234188,0.3010709234188727,0.2633865427359063,0.2363608809860577,0.2264598908870478,0.7375227318650232,0.7845019195797132,0.3223883612851081
