,O (DOL),O (DOL),O (NMA),N (NMA),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
0,0.3547181248737117,0.3559810062638919,2.822893513841179,2.9742372196403326,0.121741766013336,0.0313194584764599,0.0246009294807031,0.0277328753283491,0.0323802788442109,0.1595271772075168,0.1634168518892706,0.018286522529804,0.007577288341079,0.1402808648211761,0.1381592240856739,0.7938977571226508,0.7719236209335223,0.0682966255809254
