,O (DOL),O (DOL),O (BTFE),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
0,1.0428874520105071,1.0435946655890085,0.0022731865023237,1.2959183673469383,0.328854314002829,0.3324914124065468,0.3486562942008487,0.3404223075368761,0.3175388967468177,0.332743988684583,0.3987169125075773,0.4132147908668416,0.3332996564962621,0.3228935138411801,0.9827742978379468,1.0119216003232974,0.6241664982824814
