,O (DOL),O (DOL),O (IPMS),O (IPMS),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
0,0.2163063245100018,0.2130733481511414,1.5156092139826225,1.5642048898767429,0.1657910689028087,0.0315720347544958,0.0397049909072539,0.0402606587189331,0.0446049707011517,0.1555364720145484,0.1719539300868863,0.2231763992725802,0.231763992725803,0.1734188724994949,0.1627601535663771,1.2238836128510813,1.020610224287735,1.5627399474641346
