,O (DOL),O (DOL),O (DMSO),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
0,0.1270458678520913,0.1298242069104869,3.558446150737518,0.031875126288139,0.0076783188522933,0.0076278035966861,0.0072741968074358,0.0074762578298646,0.0503637098403718,0.0552131743786623,0.0042432814710042,0.0071226510406142,0.080723378460295,0.0757728834107901,1.2166094160436458,1.3634067488381485,0.2906647807637908
