,O (DOL),O (DOL),S (DMS),O (DMS-i),O (DMS-i),O (DMS),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
0,0.4970701151747829,0.4972216609416043,2.500303091533643,0.1086583148110729,0.1124974742372196,2.2613659325116178,0.2184784805011113,0.0551121438674479,0.0555667811679127,0.0568801778136997,0.0557183269347342,0.2015558698727014,0.2139321074964638,0.2437361083047081,0.2648009698929076,0.2252980400080823,0.2135785007072134,0.8166296221458879,0.8827540917357038,0.3012729844413013
