,O (DOL),O (DOL),O (ETFE),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
0,0.9721155789048298,0.9787330773893712,5.051525560719337e-05,1.4494342291372,0.4065467771266922,0.3903313800767831,0.3915942614669629,0.3960901192160032,0.3283491614467569,0.3379470600121239,0.4051323499696906,0.3825520307132751,0.331986259850475,0.3211759951505355,1.098201656900384,1.0725904223075369,0.6528591634673673
