,O (DOL),O (DOL),P (TTFP),O (TTFP),O (TTFP),O (TTFP),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
0,0.4910082845019195,0.5202566174984844,0.9874217013538096,0.8417862194382704,0.8656294200848661,0.8393109719135174,0.8079915134370577,0.2132248939179631,0.2500000000000001,0.22731865023237,0.203778541119418,0.2494443321883208,0.2533340068700748,0.2787431804404932,0.3029905031319461,0.2813699737320672,0.2743483532026673,0.7875328349161443,0.8673469387755104,0.3858355223277427
