,O (DOL),O (DOL),O (MtBE),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
0,0.8402202465144472,0.8566882198423927,0.4670135380885028,1.126793291574055,0.3195089917154982,0.293038997777329,0.3070317235805214,0.2976864012931906,0.3025358658314813,0.3080420286926653,0.3541624570620328,0.3936148716912506,0.3157203475449586,0.3104162457062035,0.9865629420084864,0.9806021418468376,0.5641543746211359
