,O (DOL),O (DOL),O (DMF),N (DMF),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
0,0.3310264699939382,0.3200646595271774,2.781572034754493,2.846938775510204,0.1426045665791069,0.033188522933926,0.0322792483329965,0.0336431602343907,0.0351586179026066,0.1952414629218023,0.2045362699535259,0.2608102646999394,0.259143261264902,0.1958981612446959,0.1908466356839765,0.819559506971105,0.8231966053748229,0.136896342695494
