,O (DOL),O (DOL),O (DEGDME),O (DEGDME),O (DEGDME),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
0,0.2809153364316023,0.3004647403515863,1.419832289351386,1.3768438068296618,1.3714386744796925,0.1768033946251768,0.0452111537684381,0.0429884825217215,0.0464235199030107,0.0486461911497272,0.175035360678925,0.1769549403919983,0.2311578096585167,0.2275207112547987,0.1748332996564963,0.1720549605981008,0.7872802586381088,0.8027884421095169,0.0527379268539098
