,O (DOL),O (DOL),O (EPE),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
0,0.9306930693069312,0.9481713477470196,0.2122145888058192,1.269145281875126,0.3504748434027077,0.3303192564154374,0.3268842190341485,0.3376944837340879,0.3067286320468783,0.3217821782178219,0.3701252778339059,0.3854314002828853,0.3165285916346739,0.3085976965043444,1.0519801980198016,1.0019700949686807,0.5622347949080625
