,O (DOL),O (DOL),O (DBE),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
0,1.0023237017579314,1.0205597090321277,0.0930491008284501,1.2766720549605983,0.3413820973934129,0.3365831481107296,0.362042836936755,0.340624368559305,0.3129420084865633,0.320519296827642,0.373257223681552,0.3967973327945039,0.323095574863609,0.3118306728632048,1.0965851687209536,1.0946150737522735,0.5795110123257226
