,O (DOL),O (DOL),O (HME),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
0,0.8878561325520304,0.8929076581127502,0.4476661951909477,1.0907759143261269,0.2989492826833704,0.3183976560921399,0.28995756718529,0.2903616892301478,0.3075368761365934,0.3133461305314205,0.3708324914124066,0.4066478076379065,0.3182461103253184,0.3095574863608812,0.9760052535865829,0.9464538290563752,0.5909274600929484
