,O (DOL),O (DOL),O (THF),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
0,0.5194988886643767,0.549151343705799,1.8237522731865032,0.532077187310568,0.1418973530006062,0.1403313800767832,0.1398767427763185,0.1378561325520307,0.2579814103859364,0.2630329359466559,0.3144069508991717,0.281622550010103,0.2602545968882603,0.2540917357041827,0.8866437664174578,0.8956354819155391,0.3603758335017172
