,O (DOL),O (DOL),O (TFPE),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
0,1.022731865023237,0.985502121640736,0.0154071529601939,1.3176399272580324,0.3679026065871893,0.3730551626591231,0.3567387350979997,0.3611840775914327,0.3182966255809257,0.3258739139220045,0.4280662760153567,0.3755809254394827,0.3348656294200849,0.3219842392402509,1.1579106890280868,1.1329561527581329,0.6361891291169938
