,O (DOL),O (DOL),O (TFEPE),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
0,0.9975247524752472,1.0137401495251566,5.051525560719337e-05,1.374469589816124,0.3728531016366945,0.3673469387755104,0.3743685593049098,0.3779551424530209,0.3267326732673267,0.3415841584158416,0.3974035158617903,0.4217013538088501,0.3259749444332188,0.3192059001818551,1.2253485552636898,1.184431198221863,0.6351788240048498
