,O (DOL),O (DOL),O (PEGDME),O (PEGDME),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
0,0.2656597292382299,0.2751060820367753,1.3781572034754497,1.61411396241665,0.1521014346332593,0.0369266518488583,0.0283895736512426,0.03293594665589,0.0288947262073146,0.1354314002828855,0.1553849262477268,1.1483633057183265,1.0145483936148714,0.1564962618710851,0.1392200444534249,1.1101232572236817,1.1244190745605172,0.7159022024651449
