,O (DOL),O (DOL),O (TFEE),O (TFEE),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
0,0.9800464740351588,1.0053546170943624,5.051525560719337e-05,5.051525560719337e-05,1.365679935340473,0.3806829662558094,0.371236613457264,0.3747726813497676,0.3755304101838755,0.3185492018589614,0.3342594463527986,0.4258436047686401,0.4564053344109919,0.3427460092948071,0.3285007072135786,1.2351485148514858,1.2270660739543349,0.6502323701757934
