,O (DOL),O (DOL),O (G3),O (G3),O (G3),O (G3),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
0,0.2897555061628614,0.2526267932915741,1.047282279248333,1.0414225095978982,0.8446150737522727,0.8348656294200847,0.1573550212164073,0.0355122246918569,0.0367751060820367,0.0426853909880784,0.0383915942614669,0.17296423519903,0.1782683370377854,0.1615983026874117,0.2754091735704182,0.1851384118003637,0.1829157405536471,0.8376439684784804,0.777379268539099,0.0867852091331583
