,O (DOL),O (DOL),O (HFME),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
0,0.9940391998383514,0.9956556880177811,0.0006566983228935,1.4027076177005462,0.4051323499696909,0.3798747221660943,0.3866942816730652,0.3768943220852697,0.3267831885229341,0.3369367548999799,0.4036168923014749,0.4269549403919983,0.3281976156799354,0.3177409577692465,1.1422509597898565,1.2066579106890287,0.63265306122449
