,O (DOL),O (DOL),O (ETTFPE),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
0,1.02556071933724,1.015760759749444,0.020913315821378,1.3250151545766822,0.3526975146494241,0.3522428773489595,0.3717417660133361,0.3491614467569208,0.3157203475449588,0.3356738735098,0.4224590826429582,0.3903818953323901,0.3247120630430391,0.3091533643160237,1.0060113154172563,1.0184380682966254,0.5936552838957369
