,Si (TFMTMS),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),O (DOL),O (DOL),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
0,0.0001010305112143,1.3016265912305514,0.3559810062638917,0.367094362497474,0.3492624772681352,0.363356233582542,1.044706001212366,1.069054354415033,0.3220347544958579,0.3295110123257225,0.4588300666801371,0.4569104869670637,0.3230955748636088,0.3157203475449586,1.191402303495656,1.3208223883612853,0.6256819559506974
