,O (DOL),O (DOL),O (OFE),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
0,0.958830066680138,0.9465548595675898,0.0001515457668215,1.5054556476055765,0.3834613053142049,0.4095271772075167,0.4108405738533033,0.4021014346332592,0.3263790664780765,0.3439583754293795,0.4285209133158214,0.4113457264093754,0.3417862194382703,0.330420286926652,1.148009698929077,1.2236310365730452,0.6400282885431403
