,O (DOL),O (DOL),P (TMP),O (TMP-i),O (TMP-i),O (TMP-i),O (TMP),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
0,0.4575671852899575,0.4504950495049505,2.152808648211756,2.193271367953124,2.191250757728835,2.210850676904427,2.13189533239038,0.4065972923822993,0.1049707011517477,0.1025964841382097,0.0982016569003839,0.1024954536269953,0.210345524348353,0.2167104465548594,0.2457062032733885,0.273237017579309,0.2204485754697917,0.2149424126086077,0.7842493433016767,0.8006668013740147,0.1931703374419073
