,O (DOL),O (DOL),O (TPE),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
0,1.002020610224288,0.9755506162861184,0.0001010305112143,1.4474641341685202,0.400788037987472,0.3866942816730653,0.3815922408567386,0.4181652859163466,0.3170337441907456,0.3260759749444333,0.4726207314609011,0.3934128106688221,0.3299656496261873,0.3209234188724998,1.213073348151142,1.1930693069306937,0.6154778743180443
