,O (DOL),O (DOL),O (DPT),O (DPT),N (DPT),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
0,0.4392301475045462,0.4612042836936756,0.9400889068498676,0.9572640937563152,1.9022529804000812,0.7203475449585778,0.2033744190745604,0.1975146494241259,0.1846837744998991,0.1933723984643362,0.2344413012729844,0.2611638714891897,0.3355223277429784,0.3024348353202669,0.2638916952919782,0.2422206506364922,1.1012830874924229,0.9476156799353408,1.3395635481915538
