,O (DOL),O (DOL),S (SL),O (SL),O (SL),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
0,0.1495756718528996,0.1409375631440695,3.3482016569003807,1.6327540917357053,1.6931198221863009,0.1028995756718528,0.0181349767629824,0.0274802990503131,0.0240957769246312,0.0302586381087088,0.1559911093150131,0.1784198828046069,0.2444938371388159,0.2010002020610223,0.1560416245706203,0.1453323903818953,1.0852697514649423,1.009244291776117,1.5952717720751663
